recording_id,raw_files,passage_id,segment_id,start_s,end_s,time_basis,anchor_ns,start_source_ns,end_source_ns,terrain,action_phase,direction,obstacle_id,flight_id,platform_id,outcome,evidence,visual_evidence,judgement_status,human_review_status,expert_sample_status,notes,preview
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S017,28.0,29,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937334966536491,1788937335966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -3.93, ""max_abs_roll_pitch_deg"": 6.19, ""leg_dq_rms_median"": 0.671, ""wheel_dq_abs_median"": 7.895}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=28.000&end=29.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S018,29,29.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937335966536491,1788937336466536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.99, ""max_abs_roll_pitch_deg"": 1.5, ""leg_dq_rms_median"": 0.234, ""wheel_dq_abs_median"": 1.228}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=29.000&end=29.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S019,29.5,31.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937336466536491,1788937337966536491,ledge_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.04, ""max_abs_roll_pitch_deg"": 1.3, ""leg_dq_rms_median"": 0.046, ""wheel_dq_abs_median"": 0.385}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=29.500&end=31.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S020,31.0,32.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937337966536491,1788937338966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.67, ""max_abs_roll_pitch_deg"": 1.99, ""leg_dq_rms_median"": 0.556, ""wheel_dq_abs_median"": 0.342}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=31.000&end=32.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S021,32.0,33.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937338966536491,1788937340466536491,ledge_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.81, ""max_abs_roll_pitch_deg"": 1.17, ""leg_dq_rms_median"": 0.014, ""wheel_dq_abs_median"": 0.047}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=32.000&end=33.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S022,33.5,34.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937340466536491,1788937340966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.5, ""max_abs_roll_pitch_deg"": 2.84, ""leg_dq_rms_median"": 0.15, ""wheel_dq_abs_median"": 5.081}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=33.500&end=34.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P02,gait_20260909_150146_9b19dc6690ec-S023,34.0,37.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937340966536491,1788937343966536491,ledge_candidate,转向候选,unknown,,,,uncertain,"{""automatic_class"": ""转向候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.59, ""max_abs_roll_pitch_deg"": 4.49, ""leg_dq_rms_median"": 1.251, ""wheel_dq_abs_median"": 3.024}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=34.000&end=37.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S024,37.0,44,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937343966536491,1788937350966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.9, ""max_abs_roll_pitch_deg"": 4.74, ""leg_dq_rms_median"": 0.156, ""wheel_dq_abs_median"": 1.415}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=37.000&end=44.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S025,44,44.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937350966536491,1788937351466536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.07, ""max_abs_roll_pitch_deg"": 2.14, ""leg_dq_rms_median"": 0.139, ""wheel_dq_abs_median"": 4.663}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。"", ""43s前点云边缘后下落，45s正pitch与轮速峰值配合；下台候选。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=44.000&end=44.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S026,44.5,45.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937351466536491,1788937352466536491,ledge_candidate,下台候选,down_candidate,,,,uncertain,"{""automatic_class"": ""姿态变化/越障候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 17.96, ""max_abs_roll_pitch_deg"": 30.29, ""leg_dq_rms_median"": 2.192, ""wheel_dq_abs_median"": 10.145}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。"", ""43s前点云边缘后下落，45s正pitch与轮速峰值配合；下台候选。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=44.500&end=45.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S027,45.5,46.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937352466536491,1788937352966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 1.49, ""max_abs_roll_pitch_deg"": 5.71, ""leg_dq_rms_median"": 0.548, ""wheel_dq_abs_median"": 3.159}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。"", ""43s前点云边缘后下落，45s正pitch与轮速峰值配合；下台候选。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=45.500&end=46.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S028,46.0,48.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937352966536491,1788937354966536491,ledge_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 1.28, ""max_abs_roll_pitch_deg"": 2.01, ""leg_dq_rms_median"": 0.066, ""wheel_dq_abs_median"": 0.265}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=46.000&end=48.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S029,48.0,49.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937354966536491,1788937355966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.74, ""max_abs_roll_pitch_deg"": 1.5, ""leg_dq_rms_median"": 0.484, ""wheel_dq_abs_median"": 0.23}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=48.000&end=49.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P03,gait_20260909_150146_9b19dc6690ec-S030,49.0,50.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937355966536491,1788937356966536491,ledge_candidate,转向候选,unknown,,,,uncertain,"{""automatic_class"": ""转向候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.24, ""max_abs_roll_pitch_deg"": 2.97, ""leg_dq_rms_median"": 1.196, ""wheel_dq_abs_median"": 2.096}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=49.000&end=50.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S031,50.0,52.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937356966536491,1788937359466536491,ledge_candidate,转向候选,unknown,,,,uncertain,"{""automatic_class"": ""转向候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.77, ""max_abs_roll_pitch_deg"": 3.45, ""leg_dq_rms_median"": 1.374, ""wheel_dq_abs_median"": 2.665}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=50.000&end=52.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S032,52.5,55.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937359466536491,1788937361966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.09, ""max_abs_roll_pitch_deg"": 3.98, ""leg_dq_rms_median"": 0.234, ""wheel_dq_abs_median"": 1.32}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=52.500&end=55.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S033,55.0,57.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937361966536491,1788937363966536491,ledge_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.63, ""max_abs_roll_pitch_deg"": 0.88, ""leg_dq_rms_median"": 0.01, ""wheel_dq_abs_median"": 0.085}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=55.000&end=57.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S034,57.0,66.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937363966536491,1788937373466536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.26, ""max_abs_roll_pitch_deg"": 4.24, ""leg_dq_rms_median"": 0.85, ""wheel_dq_abs_median"": 2.378}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=57.000&end=66.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S035,66.5,67.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937373466536491,1788937374466536491,ledge_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 1.21, ""max_abs_roll_pitch_deg"": 1.35, ""leg_dq_rms_median"": 0.032, ""wheel_dq_abs_median"": 0.077}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=66.500&end=67.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S036,67.5,69,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937374466536491,1788937375966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.54, ""max_abs_roll_pitch_deg"": 2.49, ""leg_dq_rms_median"": 0.288, ""wheel_dq_abs_median"": 1.605}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=67.500&end=69.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S037,69,69.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937375966536491,1788937376466536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.41, ""max_abs_roll_pitch_deg"": 2.63, ""leg_dq_rms_median"": 0.685, ""wheel_dq_abs_median"": 6.887}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=69.000&end=69.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S038,69.5,70.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937376466536491,1788937376966536491,ledge_candidate,姿态变化/越障候选,unknown,,,,uncertain,"{""automatic_class"": ""姿态变化/越障候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -21.48, ""max_abs_roll_pitch_deg"": 27.97, ""leg_dq_rms_median"": 3.257, ""wheel_dq_abs_median"": 7.531}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=69.500&end=70.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S039,70.0,71,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937376966536491,1788937377966536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -3.85, ""max_abs_roll_pitch_deg"": 18.3, ""leg_dq_rms_median"": 2.594, ""wheel_dq_abs_median"": 7.336}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=70.000&end=71.000
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S040,71,74.5,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937377966536491,1788937381466536491,ledge_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.29, ""max_abs_roll_pitch_deg"": 2.76, ""leg_dq_rms_median"": 0.27, ""wheel_dq_abs_median"": 1.028}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=71.000&end=74.500
gait_20260909_150146_9b19dc6690ec,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_150146_9b19dc6690ec\\bag\\bag_0.db3""]",gait_20260909_150146_9b19dc6690ec-P04,gait_20260909_150146_9b19dc6690ec-S041,74.5,75.0,source_stamp_minus_manifest_started_wall_ns,1788937306966536491,1788937381466536491,1788937381966536491,ledge_candidate,转向候选,unknown,,,,uncertain,"{""automatic_class"": ""转向候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -2.29, ""max_abs_roll_pitch_deg"": 3.1, ""leg_dq_rms_median"": 1.196, ""wheel_dq_abs_median"": 12.146}","[""全段速览多次出现单个抬高边缘与平台；13/16/27/70/106s负pitch突变，45/89s正pitch突变，伴腿轮活动；中间有姿态回平和转向。19/37/50/75/93s为活动簇间候选通行分界，合并/拆分与同一高台身份均未人工确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_150146_9b19dc6690ec&t=74.500&end=75.000
